Center_x,Center_y
675.797,202.857
675.73,202.833
675.514,202.826
675.496,202.415
675.386,202.396
675.388,202.376
675.364,202.366
675.36,202.33
675.362,200.886
675.359,200.825
675.359,200.661
675.279,200.639
675.279,200.639
675.282,200.638
675.181,200.488
675.185,200.505
675.197,200.51
675.195,200.372
675.132,200.378
675.055,200.407
674.959,200.419
674.959,200.419
674.954,200.395
674.949,200.404
674.789,200.333
674.612,200.523
674.514,200.562
674.492,200.554
674.379,200.511
674.367,200.508
674.362,200.495
674.356,200.448
674.353,200.479
674.369,200.474
674.35,200.482
674.346,200.482
674.345,200.483
674.275,200.453
674.329,200.37
674.392,200.378
674.282,200.295
674.27,200.246
674.262,200.02
674.264,199.762
674.267,199.75
674.266,199.527
674.276,199.521
674.548,199.429
674.537,199.285
674.526,199.088
674.556,198.703
674.554,198.674
674.56,198.666
674.596,198.593
674.647,197.982
674.647,197.976
674.649,197.647
674.706,197.141
674.706,197.138
674.706,197.118
674.711,196.858
674.709,196.756
674.703,196.389
674.725,195.821
674.731,195.819
674.736,195.792
674.736,195.666
674.74,195.683
674.74,195.679
674.767,195.579
675.078,194.774
675.079,194.236
675.082,194.119
675.085,194.063
696,214.5
696,214
696,213
696,213
676.659,189.78
677.043,189.337
677.055,189.343
677.078,189.29
677.13,189.343
697,211.5
697,211.5
697,211.5
697,211
697,211.5
676.238,190.067
676.258,190.378
676.331,190.435
697,212.5
697,212.5
698,213
698,213.5
698,213.5
698,215
676.28,192.154
676.315,192.291
676.315,192.291
676.332,192.504
676.395,192.959
676.4,192.959
676.414,192.97
676.415,193.009
676.459,193.041
676.467,193.088
676.472,193.225
676.493,193.236
676.535,193.586
676.746,194.032
676.92,194.321
676.942,194.78
676.939,194.83
676.95,194.82
676.966,194.895
677.035,194.908
